ID,lane_count,vehicle_fromTaz,vehicle_toTaz,avrg_speed,ini_time,end_time,ini_x_pos,ini_y_pos,end_x_pos,end_y_pos,tripinfo_duration,tripinfo_routeLength,tripinfo_timeLoss,tripinfo_waitingCount,tripinfo_waitingTime,tripinfo_arrivalLane,tripinfo_departLane,Repetition
178,86,Amposta,Montsia,17.339501867995025,15510.0,16312.0,26991.21,21023.66,29619.79,24388.22,803.0,13921.04,116.92,0,0.0,195168957#1_0,185510463#6_0,0
180,100,Amposta,Montsia,18.63271721958927,15630.0,16262.0,26866.87,20978.57,19850.78,20351.35,633.0,11781.78,129.29,0,0.0,-292074326#19_0,185589610#4_0,0
182,96,Amposta,Montsia,23.381753926701585,15750.0,16513.0,26927.32,20960.89,40387.85,21409.06,764.0,17849.97,127.83,0,0.0,195034886#0_0,147518542#6_0,0
183,76,Amposta,Montsia,17.471815789473688,15810.0,16189.0,26866.87,20978.57,22268.13,22036.18,380.0,6649.13,84.38,0,0.0,177197404_0,185589610#4_0,0
189,191,Amposta,Montsia,14.144455445544565,16170.0,17886.0,26960.33,20957.93,17574.14,15349.4,1717.0,24279.7,255.05,0,0.0,-223138237#1_0,147518542#5_0,0
192,127,Amposta,Montsia,24.84278012684986,16350.0,17295.0,26920.43,21030.33,22005.03,33224.62,946.0,23492.97,130.21,0,0.0,129290219_0,185510463#4_0,0
195,114,Amposta,Montsia,22.876282782212147,16530.0,17406.0,27006.01,20933.27,38689.18,20582.27,877.0,20062.17,141.39,0,0.0,-167316474#1_0,147518541#6_0,0
197,76,Amposta,Montsia,13.236415770609325,16650.0,18602.0,26960.3,21026.57,35591.64,15306.5,1953.0,25838.85,168.28,0,0.0,-47384438#1_0,185510463#5_0,0
200,168,Amposta,Montsia,16.521885416666688,16830.0,17789.0,27004.62,21057.73,17230.92,18328.17,960.0,15855.65,185.68,0,0.0,-222989960#2_0,185510464#3_0,0
203,74,Amposta,Montsia,21.057124183006522,17010.0,17621.0,26873.45,21047.02,28616.96,27657.91,612.0,12879.69,89.12,0,0.0,215424629#2_0,185589610#5_0,0
204,78,Amposta,Montsia,23.706227929374013,17070.0,17692.0,26960.3,21026.57,35144.43,27922.95,623.0,14763.53,80.65,0,0.0,105644286#5_0,185510463#5_0,0
209,118,Amposta,Montsia,17.192438596491233,17370.0,17939.0,26920.43,21030.33,19938.73,22017.35,570.0,9792.33,132.13,0,0.0,211899811#7_0,185510463#4_0,0
212,165,Amposta,Montsia,17.330862548692288,17550.0,19346.0,26960.33,20957.93,17992.6,31049.58,1797.0,31133.15,238.59,0,0.0,292102907#1_0,147518542#5_0,0
215,112,Amposta,Montsia,18.07482456140353,17730.0,19097.0,26863.68,20947.19,45432.22,20867.51,1368.0,24720.32,176.34,0,0.0,194810415#1_0,185589610#3_0,0
216,200,Amposta,Montsia,15.541826525929325,17790.0,19968.0,26853.58,20967.62,11904.72,15345.03,2179.0,33867.06,279.1,0,0.0,46687080#5_0,147518542#8_0,0
217,65,Amposta,Montsia,23.408967495219887,17850.0,18372.0,26991.21,21023.66,31357.63,25472.0,523.0,12235.61,61.47,0,0.0,195172806#0_0,185510463#6_0,0
218,138,Amposta,Montsia,18.06214470284237,17910.0,19457.0,26938.13,20939.56,48608.52,21193.61,1548.0,27953.98,204.54,0,0.0,564222240#1_0,-185589620#0_0,0
219,212,Amposta,Montsia,21.43851968503936,17970.0,19239.0,26888.93,20964.34,21412.43,34381.69,1270.0,27215.96,219.73,0,0.0,-380423974#4_0,147518542#7_0,0
221,79,Amposta,Montsia,22.190540123456763,18090.0,18737.0,26995.76,20954.75,26289.34,27146.94,648.0,14372.58,86.88,0,0.0,215424636#1_0,147518542#4_0,0
224,146,Amposta,Montsia,15.495607416879814,18270.0,19833.0,26960.33,20957.93,16364.89,21937.77,1564.0,24233.32,223.15,0,0.0,363642133#11_0,147518542#5_0,0
226,34,Amposta,Montsia,11.396408450704222,18390.0,18531.0,26873.45,21047.02,27638.51,20361.78,142.0,1610.3,39.26,0,0.0,587821971_0,185589610#5_0,0
229,111,Amposta,Montsia,17.34951890034363,18570.0,19151.0,26991.21,21023.66,20131.86,21606.13,582.0,10095.11,132.51,0,0.0,113512729#4_0,185510463#6_0,0
231,129,Amposta,Montsia,17.62182142857143,18690.0,19249.0,26995.76,20954.75,19797.3,21716.69,560.0,9858.54,124.59,0,0.0,-211727912#2_0,147518542#4_0,0
235,139,Amposta,Montsia,24.471418439716306,18930.0,19916.0,26927.32,20960.89,21353.32,33391.65,987.0,24142.14,139.78,0,0.0,-223174671#0_0,147518542#6_0,0
236,103,Amposta,Montsia,24.676686602870852,18990.0,19825.0,27040.08,21054.86,22330.78,31154.9,836.0,20619.19,126.35,0,0.0,429258953#1_0,185510464#2_0,0
238,169,Amposta,Montsia,16.665846645367417,19110.0,20048.0,27008.92,20965.78,17023.69,18205.86,939.0,15636.82,178.25,0,0.0,215108866_0,147518541#7_0,0
239,85,Amposta,Montsia,17.084538745387444,19170.0,19982.0,26991.21,21023.66,29800.94,24396.66,813.0,13882.52,121.07,0,0.0,-381742830_0,185510463#6_0,0
240,78,Amposta,Montsia,27.778877146631412,19230.0,19986.0,27008.92,20965.78,38309.06,32225.4,757.0,21013.23,82.91,0,0.0,-215401499#9_0,147518541#7_0,0
242,114,Amposta,Montsia,24.40933106575966,19350.0,20231.0,26884.28,21033.72,22346.62,31728.61,882.0,21513.54,131.28,0,0.0,109862598#3_0,185510463#3_0,0
243,210,Amposta,Montsia,14.789274131274162,19410.0,21999.0,27025.87,21020.67,10915.69,16929.19,2590.0,38287.87,313.23,0,0.0,472148997#0_0,185510463#7_0,0
244,271,Amposta,Montsia,14.142209906477337,19470.0,22356.0,26995.76,20954.75,25864.56,24853.71,2887.0,40818.31,367.52,0,0.0,-231639847_0,147518542#4_0,0
245,116,Amposta,Montsia,17.2930864197531,19530.0,20096.0,27033.14,20951.17,19766.28,22042.07,567.0,9791.32,130.72,0,0.0,-211901484#5_0,147518542#3_0,0
246,85,Amposta,Montsia,17.101072749691678,19590.0,20400.0,26960.3,21026.57,29832.72,24430.34,811.0,13865.9,123.01,0,0.0,-195168933#6_0,185510463#5_0,0
247,99,Amposta,Montsia,14.805905882352912,19650.0,20924.0,26853.58,20967.62,34793.6,26192.12,1275.0,18866.3,136.58,0,0.0,232707481#8_0,147518542#8_0,0
248,19,Amposta,Montsia,10.229047619047623,19710.0,19772.0,26971.33,20944.7,27075.18,20670.94,63.0,646.16,20.54,0,0.0,-127873364#1_0,185592869#0_0,0
250,98,Amposta,Montsia,13.511336146272829,19830.0,21962.0,26873.45,21047.02,40460.63,24977.9,2133.0,28821.38,247.56,0,0.0,-194791778_0,185589610#5_0,0
257,83,Amposta,Montsia,27.547262059973914,20250.0,21016.0,26960.33,20957.93,38351.56,32193.29,767.0,21119.2,88.33,0,0.0,215401508#0_0,147518542#5_0,0
258,76,Amposta,Montsia,16.492547425474253,20310.0,20678.0,27006.01,20933.27,23063.67,21637.93,369.0,6080.31,84.84,0,0.0,-177153873#3_0,147518541#6_0,0
259,18,Amposta,Montsia,9.550632911392404,20370.0,20448.0,26938.13,20939.56,27192.92,20566.12,79.0,749.81,30.52,0,0.0,185612100#1_0,-185589620#0_0,0
261,102,Amposta,Montsia,15.406867061812015,20490.0,21670.0,26863.68,20947.19,33405.38,24458.28,1181.0,18188.53,139.91,0,0.0,469909904#6_0,185589610#3_0,0
263,158,Amposta,Montsia,23.58943074003795,20610.0,21663.0,26927.32,20960.89,20996.97,33553.2,1054.0,24853.44,168.19,0,0.0,228745949#8_0,147518542#6_0,0
264,95,Amposta,Montsia,17.76820934825547,20670.0,22188.0,27040.08,21054.86,26746.17,25882.37,1519.0,26982.7,144.44,0,0.0,-223121852#4_0,185510464#2_0,0
265,126,Amposta,Montsia,23.91458686440681,20730.0,21673.0,26980.72,21050.05,23272.7,32572.27,944.0,22568.99,128.18,0,0.0,148012253#1_0,-558394785_0,0
267,143,Amposta,Montsia,15.907666666666648,20850.0,21839.0,26982.45,21034.23,19042.36,21757.59,990.0,15739.56,183.03,0,0.0,363642102#5_0,558394785_0,0
268,87,Amposta,Montsia,24.061124437781125,20910.0,21576.0,26936.01,20950.35,39483.31,21789.99,667.0,16045.26,97.43,0,0.0,195014780#6_0,185589620#0_0,0
273,190,Amposta,Montsia,15.182800349497551,21210.0,23498.0,26971.33,20944.7,23313.22,27364.38,2289.0,34760.91,300.3,0,0.0,231874314#6_0,185592869#0_0,0
274,93,Amposta,Montsia,22.85028103044497,21270.0,22123.0,27014.79,21033.68,37518.29,31233.61,854.0,19506.99,115.84,0,0.0,127072947#3_0,185589614#0_0,0
284,121,Amposta,Montsia,25.256720955483193,22005.0,22925.0,26899.73,20951.17,22070.15,32558.23,921.0,23258.84,128.0,0,0.0,135167618#6_0,185589611#0_0,0
287,59,Amposta,Montsia,23.94831663326653,22275.0,22773.0,26884.28,21033.72,31440.74,25635.99,499.0,11935.38,52.49,0,0.0,-195174985#0_0,185510463#3_0,0
289,150,Amposta,Montsia,23.916601941747594,22455.0,23484.0,26888.93,20964.34,21069.95,33610.41,1030.0,24631.59,157.44,0,0.0,-223177603#1_0,147518542#7_0,0
291,143,Amposta,Montsia,18.25441889372282,22635.0,24243.0,27008.92,20965.78,49578.25,22350.74,1609.0,29355.84,207.15,0,0.0,-25351158#1_0,147518541#7_0,0
295,156,Amposta,Montsia,16.323639274279618,22995.0,23931.0,26853.58,20967.62,17896.47,18730.63,937.0,15282.0,187.73,0,0.0,687908701#1_0,147518542#8_0,0
298,239,Amposta,Montsia,14.537486732372965,23265.0,25902.0,26848.49,21037.09,25103.58,25478.92,2638.0,38358.92,341.74,0,0.0,-585117431#15_0,185510463#2_0,0
302,84,Amposta,Montsia,22.158183361629877,23625.0,24213.0,26909.63,21043.56,30909.94,25437.99,589.0,13041.45,79.74,0,0.0,-195172786#0_0,185589625_0,0
304,125,Amposta,Montsia,24.44035602094241,23805.0,24759.0,26971.33,20944.7,21848.35,32993.0,955.0,23332.08,133.5,0,0.0,247932860#1_0,185592869#0_0,0
305,133,Amposta,Montsia,17.658353014294622,23895.0,25503.0,26938.13,20939.56,48060.49,22358.08,1609.0,28406.18,200.74,0,0.0,-106844268#4_0,-185589620#0_0,0
310,116,Amposta,Montsia,17.677132216014908,24345.0,24881.0,26863.68,20947.19,19962.95,21972.55,537.0,9490.31,118.48,0,0.0,211914617#6_0,185589610#3_0,0
313,31,Amposta,Montsia,11.864892086330945,24615.0,24753.0,26899.73,20951.17,27534.68,20140.44,139.0,1644.67,35.17,0,0.0,185622375#2_0,185589611#0_0,0
314,59,Amposta,Montsia,17.641937321937345,24705.0,25055.0,26950.24,21050.21,27571.78,22192.76,351.0,6185.73,69.94,0,0.0,524558229#1_0,185589619#2_0,0
317,80,Amposta,Montsia,22.60367775831875,24975.0,25545.0,26927.32,20960.89,30952.69,25339.31,571.0,12894.54,72.32,0,0.0,-195172777#7_0,147518542#6_0,0
318,84,Amposta,Montsia,27.461699346405254,25065.0,25829.0,27040.08,21054.86,38227.19,32313.12,765.0,20999.98,91.32,0,0.0,-161625823#1_0,185510464#2_0,0
323,14,Amposta,Montsia,9.695,25452.0,25489.0,26866.87,20978.57,26813.86,21140.28,38.0,359.16,16.41,0,0.0,48877197#1_0,185589610#4_0,0
325,72,Amposta,Montsia,23.34704590818364,25596.0,26096.0,26848.49,21037.09,29559.53,25750.33,501.0,11703.91,71.79,0,0.0,441624022_0,185510463#2_0,0
328,138,Amposta,Montsia,17.283344651952454,25812.0,26400.0,26980.72,21050.05,19785.33,21552.22,589.0,10173.31,131.52,0,0.0,211732904#11_0,-558394785_0,0
331,55,Amposta,Montsia,13.964069767441847,26028.0,26371.0,26899.73,20951.17,24340.49,20892.92,344.0,4800.61,77.73,0,0.0,215477666#4_0,185589611#0_0,0
332,54,Amposta,Montsia,9.68994673768309,26100.0,26850.0,26927.32,20960.89,22767.56,19313.49,751.0,7264.43,111.19,0,0.0,-215618637#1_0,147518542#6_0,0
333,21,Amposta,Montsia,10.688076923076926,26172.0,26249.0,26848.49,21037.09,27042.08,20539.01,78.0,827.81,24.04,0,0.0,-185488829#1_0,185510463#2_0,0
335,81,Amposta,Montsia,17.10119138149554,26316.0,27104.0,26927.32,20960.89,30346.44,24879.64,789.0,13490.89,117.6,0,0.0,633345468#6_0,147518542#6_0,0
336,72,Amposta,Montsia,22.831794871794877,26388.0,26933.0,26848.49,21037.09,31326.37,25509.29,546.0,12456.86,67.25,0,0.0,-195172806#0_0,185510463#2_0,0
337,91,Amposta,Montsia,23.30932411674345,26460.0,27110.0,26995.76,20954.75,35256.56,28172.54,651.0,15164.17,84.02,0,0.0,32877382#2_0,147518542#4_0,0
341,211,Amposta,Montsia,21.44618972332016,26748.0,28012.0,27006.01,20933.27,21164.62,34335.65,1265.0,27120.85,223.9,0,0.0,113198257#8_0,147518541#6_0,0
343,88,Amposta,Montsia,19.357982261640814,26892.0,27342.0,26888.93,20964.34,20732.38,22733.21,451.0,8728.25,97.98,0,0.0,127317874#0_0,147518542#7_0,0
345,175,Amposta,Montsia,16.27609007164791,27036.0,28012.0,26971.33,20944.7,17213.7,18087.08,977.0,15905.0,200.58,0,0.0,-215108880#2_0,185592869#0_0,0
347,139,Amposta,Montsia,23.57764356435645,27180.0,28189.0,26938.13,20939.56,20106.85,32218.19,1010.0,23813.55,152.86,0,0.0,363594695#2_0,-185589620#0_0,0
348,19,Amposta,Montsia,11.611325301204815,27252.0,27334.0,26920.43,21030.33,26885.74,20592.46,83.0,959.25,23.11,0,0.0,185612108#1_0,185510463#4_0,0
349,118,Amposta,Montsia,17.736213235294127,27324.0,27867.0,26991.21,21023.66,20041.89,21942.41,544.0,9649.87,115.88,0,0.0,-211732899#7_0,185510463#6_0,0
